seed,method,cache,T,ce,acc
4,MHA_continue,1.0,40,3.265611410140991,0.20677083482344946
4,MHA_continue,1.0,80,3.1692641973495483,0.21692708134651184
4,GQA_half,0.5,40,2.992665489514669,0.26458332935969037
4,GQA_half,0.5,80,3.101520816485087,0.2179687519868215
4,GQA_half_MLP,0.5,40,3.2257580757141113,0.20312500248352686
4,GQA_half_MLP,0.5,80,3.119198441505432,0.23385416467984518
4,GQA_half_LFOM,0.5,40,3.26288370291392,0.20416666815678278
4,GQA_half_LFOM,0.5,80,3.199026266733805,0.18984374652306238
4,MQA_sixth,0.16666666666666666,40,3.297262708346049,0.19479166467984518
4,MQA_sixth,0.16666666666666666,80,3.215817093849182,0.20286458233992258
4,MQA_sixth_LFOM,0.16666666666666666,40,3.33700958887736,0.18072916567325592
4,MQA_sixth_LFOM,0.16666666666666666,80,3.2028771241505942,0.2247395838300387
5,MHA_pretrain,1.0,40,3.260046203931173,0.20156249652306238
5,MHA_pretrain,1.0,80,3.2962616682052612,0.20052083333333334
5,MHA_continue,1.0,40,3.2557482719421387,0.19427083432674408
5,MHA_continue,1.0,80,3.1996555725733438,0.21302083134651184
5,GQA_half,0.5,40,3.195515592892965,0.21458333730697632
5,GQA_half,0.5,80,3.1829628547032676,0.21536458283662796
5,GQA_half_MLP,0.5,40,3.2435646454493203,0.20520833134651184
5,GQA_half_MLP,0.5,80,3.2299454609553018,0.20937499652306238
5,GQA_half_LFOM,0.5,40,3.1351621945699057,0.23177083333333334
5,GQA_half_LFOM,0.5,80,3.1336106061935425,0.2434895783662796
5,MQA_sixth,0.16666666666666666,40,3.1893118619918823,0.20885416120290756
5,MQA_sixth,0.16666666666666666,80,3.2044231494267783,0.2039062480131785
5,MQA_sixth_LFOM,0.16666666666666666,40,3.220270276069641,0.20416666815678278
5,MQA_sixth_LFOM,0.16666666666666666,80,3.2347230911254883,0.21197916567325592
6,MHA_pretrain,1.0,40,3.3829341332117715,0.19166666517655054
6,MHA_pretrain,1.0,80,3.2892030080159507,0.21458332985639572
6,MHA_continue,1.0,40,3.2207762400309243,0.23124999552965164
6,MHA_continue,1.0,80,3.0941619873046875,0.24218749503294626
6,GQA_half,0.5,40,3.1816630363464355,0.19895833482344946
6,GQA_half,0.5,80,3.093040625254313,0.21822916716337204
6,GQA_half_MLP,0.5,40,3.13733963171641,0.2312499980131785
6,GQA_half_MLP,0.5,80,3.2105617125829062,0.2091145838300387
6,GQA_half_LFOM,0.5,40,3.1008434693018594,0.24583333482344946
6,GQA_half_LFOM,0.5,80,3.249192555745443,0.19947916517655054
6,MQA_sixth,0.16666666666666666,40,3.2150611877441406,0.19114583233992258
6,MQA_sixth,0.16666666666666666,80,3.2768555084864297,0.19453124950329462
6,MQA_sixth_LFOM,0.16666666666666666,40,3.1451974312464395,0.23281250397364298
6,MQA_sixth_LFOM,0.16666666666666666,80,3.1955988804499307,0.21250000099341074
7,MHA_pretrain,1.0,40,3.308527668317159,0.1895833338300387
7,MHA_pretrain,1.0,80,3.3539535204569497,0.20390625298023224
7,MHA_continue,1.0,40,3.045781056086222,0.23645833631356558
7,MHA_continue,1.0,80,3.267100175221761,0.19036458681027094
7,GQA_half,0.5,40,3.1955118974049888,0.20416666567325592
7,GQA_half,0.5,80,3.2582585414250693,0.20078125099341074
7,GQA_half_MLP,0.5,40,3.1681947310765586,0.22708333532015482
7,GQA_half_MLP,0.5,80,3.1679673989613852,0.20755208532015482
7,GQA_half_LFOM,0.5,40,3.1398473183314004,0.22812499850988388
7,GQA_half_LFOM,0.5,80,3.2120885451634726,0.20026041567325592
7,MQA_sixth,0.16666666666666666,40,3.2477336327234902,0.19947917014360428
7,MQA_sixth,0.16666666666666666,80,3.293949921925863,0.19218750049670538
7,MQA_sixth_LFOM,0.16666666666666666,40,3.2331933975219727,0.20156249900658926
7,MQA_sixth_LFOM,0.16666666666666666,80,3.1798519690831504,0.21119791517655054
